province;red;green;blue;x;x
6275;174;168;52;;x
6276;6;171;180;;x
6277;48;174;53;;x
6278;90;177;181;;x
6279;132;180;54;;x
6280;174;183;182;;x
6281;6;186;55;;x
6282;48;189;183;;x
6283;90;192;56;;x
6284;132;195;184;;x
6285;174;198;57;;x
6286;6;201;185;;x
6287;48;204;58;;x
6288;90;207;186;;x
6289;132;210;59;;x
6290;174;0;187;;x
6291;6;3;60;;x
6292;48;6;188;;x
6293;90;9;61;;x
6294;132;12;189;;x
6295;174;15;62;;x
6296;6;18;190;;x
6297;48;21;63;;x
6298;90;24;191;;x
6299;132;27;64;;x
6300;174;30;192;;x
6301;6;33;65;;x
6302;48;36;193;;x
6303;90;39;66;;x
6304;132;42;194;;x
6305;174;45;67;;x
6306;6;48;195;;x
6307;48;51;68;;x
6308;90;54;196;;x
6309;132;57;69;;x
6310;174;60;197;;x
6311;6;63;70;;x
6312;48;66;198;;x
6313;90;69;71;;x
6314;132;72;199;;x
6315;174;75;72;;x
6316;6;78;200;;x
6317;48;81;73;;x
6318;90;84;201;;x
6319;132;87;74;;x
6320;174;90;202;;x
6321;6;93;75;;x
6322;48;96;203;;x
6323;90;99;76;;x
6324;132;102;204;;x
6325;174;105;77;;x
6326;6;108;205;;x
6327;48;111;78;;x
6328;90;114;206;;x
6329;132;117;79;;x
6330;174;120;207;;x
6331;6;123;80;;x
6332;48;126;208;;x
6333;90;129;81;;x
6334;132;132;209;;x
6335;174;135;82;;x
6336;6;138;210;;x
6337;48;141;83;;x
6338;90;144;211;;x
6339;132;147;84;;x
6340;174;150;212;;x
6341;6;153;85;;x
6342;48;156;213;;x
6343;90;159;86;;x
6344;132;162;214;;x
6345;174;165;87;;x
6346;6;168;215;;x
6347;48;171;88;;x
6348;90;174;216;;x
6349;132;177;89;;x
6350;174;180;217;;x
6351;6;183;90;;x
6352;48;186;218;;x
6353;90;189;91;;x
6354;132;192;219;;x
6355;174;195;92;;x
6356;6;198;220;;x
6357;48;201;93;;x
6358;90;204;221;;x
6359;132;207;94;;x
6360;174;210;222;;x
6361;6;0;95;;x
6362;48;3;223;;x
6363;90;6;96;;x
6364;132;9;224;;x
6365;174;12;97;;x
6366;6;15;225;;x
6367;48;18;98;;x
6368;90;21;226;;x
6369;132;24;99;;x
6370;174;27;227;;x
6371;6;30;0;;x
6372;48;33;128;;x
6373;90;36;1;;x
6374;132;39;129;;x
6375;174;42;2;;x
6376;6;45;130;;x
6377;48;48;3;;x
6378;90;51;131;;x
6379;132;54;4;;x
6380;174;57;132;;x
6381;6;60;5;;x
6382;48;63;133;;x
6383;90;66;6;;x
6384;132;69;134;;x
6385;174;72;7;;x
6386;6;75;135;;x
6387;48;78;8;;x
6388;90;81;136;;x
6389;132;84;9;;x
6390;174;87;137;;x
6391;6;90;10;;x
6392;48;93;138;;x
6393;90;96;11;;x
6394;132;99;139;;x
6395;174;102;12;;x
6396;6;105;140;;x
6397;48;108;13;;x
6398;90;111;141;;x
6399;132;114;14;;x
6400;174;117;142;;x
6401;6;120;15;;x
6402;48;123;143;;x
6403;90;126;16;;x
6404;132;129;144;;x
6405;174;132;17;;x
6406;6;135;145;;x
6407;48;138;18;;x
6408;90;141;146;;x
6409;132;144;19;;x
6410;174;147;147;;x
6411;6;150;20;;x
6412;48;153;148;;x
6413;90;156;21;;x
6414;132;159;149;;x
6415;174;162;22;;x
6416;6;165;150;;x
6417;48;168;23;;x
6418;90;171;151;;x
6419;132;174;24;;x
6420;174;177;152;;x
6421;6;180;25;;x
6422;48;183;153;;x
6423;90;186;26;;x
6424;132;189;154;;x
6425;174;192;27;;x
6426;6;195;155;;x
6427;48;198;28;;x
6428;90;201;156;;x
6429;132;204;29;;x
6430;174;207;157;;x
6431;6;210;30;;x
6432;48;0;158;;x
6433;90;3;31;;x
6434;132;6;159;;x
6435;174;9;32;;x
6436;6;12;160;;x
6437;48;15;33;;x
6438;90;18;161;;x
6439;132;21;34;;x
6440;174;24;162;;x
6441;6;27;35;;x
6442;48;30;163;;x
6443;90;33;36;;x
6444;132;36;164;;x
6445;174;39;37;;x
6446;6;42;165;;x
6447;48;45;38;;x
6448;90;48;166;;x
6449;132;51;39;;x
6450;174;54;167;;x
6451;6;57;40;;x
6452;48;60;168;;x
6453;90;63;41;;x
6454;132;66;169;;x
6455;174;69;42;;x
6456;6;72;170;;x
6457;48;75;43;;x
6458;90;78;171;;x
6459;132;81;44;;x
6460;174;84;172;;x
6461;6;87;45;;x
6462;48;90;173;;x
6463;90;93;46;;x
6464;132;96;174;;x
6465;174;99;47;;x
6466;6;102;175;;x
6467;48;105;48;;x
6468;90;108;176;;x
6469;132;111;49;;x
6470;174;114;177;;x
6471;6;117;50;;x
6472;48;120;178;;x
6473;90;123;51;;x
6474;132;126;179;;x
6475;174;129;52;;x
6476;6;132;180;;x
6477;48;135;53;;x
6478;90;138;181;;x
6479;132;141;54;;x
6480;174;144;182;;x
6481;6;147;55;;x
6482;48;150;183;;x
6483;90;153;56;;x
6484;132;156;184;;x
6485;174;159;57;;x
6486;6;162;185;;x
6487;48;165;58;;x
6488;90;168;186;;x
6489;132;171;59;;x
6490;174;174;187;;x
6491;6;177;60;;x
6492;48;180;188;;x
6493;90;183;61;;x
6494;132;186;189;;x
6495;174;189;62;;x
6496;6;192;190;;x
6497;48;195;63;;x
6498;90;198;191;;x
6499;132;201;64;;x
6500;174;204;192;;x
6501;6;207;65;;x
6502;48;210;193;;x
6503;90;0;66;;x
6504;132;3;194;;x
6505;174;6;67;;x
6506;6;9;195;;x
6507;48;12;68;;x
6508;90;15;196;;x
6509;132;18;69;;x
6510;174;21;197;;x
6511;6;24;70;;x
6512;48;27;198;;x
6513;90;30;71;;x
6514;132;33;199;;x
6515;174;36;72;;x
6516;6;39;200;;x
6517;48;42;73;;x
6518;90;45;201;;x
6519;132;48;74;;x
6520;174;51;202;;x
6521;6;54;75;;x
6522;48;57;203;;x
6523;90;60;76;;x
6524;132;63;204;;x
6525;174;66;77;;x
6526;6;69;205;;x
6527;48;72;78;;x
6528;90;75;206;;x
6529;132;78;79;;x
6530;174;81;207;;x
6531;6;84;80;;x
6532;48;87;208;;x
6533;90;90;81;;x
6534;132;93;209;;x
6535;174;96;82;;x
6536;6;99;210;;x
6537;48;102;83;;x
6538;90;105;211;;x
6539;132;108;84;;x
6540;174;111;212;;x
6541;6;114;85;;x
6542;48;117;213;;x
6543;90;120;86;;x
6544;132;123;214;;x
6545;174;126;87;;x
6546;6;129;215;;x
6547;48;132;88;;x
6548;90;135;216;;x
6549;132;138;89;;x
6550;174;141;217;;x
6551;6;144;90;;x
6552;48;147;218;;x
6553;90;150;91;;x
6554;132;153;219;;x
6555;174;156;92;;x
6556;6;159;220;;x
6557;48;162;93;;x
6558;90;165;221;;x
6559;132;168;94;;x
6560;174;171;222;;x
6561;6;174;95;;x
6562;48;177;223;;x
6563;90;180;96;;x
6564;132;183;224;;x
6565;174;186;97;;x
6566;6;189;225;;x
6567;48;192;98;;x
6568;90;195;226;;x
6569;132;198;99;;x
6570;174;201;227;;x
6571;6;204;0;;x
6572;48;207;128;;x
6573;90;210;1;;x
6574;132;0;129;;x
6575;174;3;2;;x
6576;6;6;130;;x
6577;48;9;3;;x
6578;90;12;131;;x
6579;132;15;4;;x
6580;174;18;132;;x
6581;6;21;5;;x
6582;48;24;133;;x
6583;90;27;6;;x
6584;132;30;134;;x
6585;174;33;7;;x
6586;6;36;135;;x
6587;48;39;8;;x
6588;90;42;136;;x
6589;132;45;9;;x
6590;174;48;137;;x
6591;6;51;10;;x
6592;48;54;138;;x
6593;90;57;11;;x
6594;132;60;139;;x
6595;174;63;12;;x
6596;6;66;140;;x
6597;48;69;13;;x
6598;90;72;141;;x
6599;132;75;14;;x
6600;174;78;142;;x
6601;6;81;15;;x
6602;48;84;143;;x
6603;90;87;16;;x
6604;132;90;144;;x
6605;174;93;17;;x
6606;6;96;145;;x
6607;48;99;18;;x
6608;90;102;146;;x
6609;132;105;19;;x
6610;174;108;147;;x
6611;6;111;20;;x
6612;48;114;148;;x
6613;90;117;21;;x
6614;132;120;149;;x
6615;174;123;22;;x
6616;6;126;150;;x
6617;48;129;23;;x
6618;90;132;151;;x
6619;132;135;24;;x
6620;174;138;152;;x
6621;6;141;25;;x
6622;48;144;153;;x
6623;90;147;26;;x
6624;132;150;154;;x
6625;174;153;27;;x
6626;6;156;155;;x
6627;48;159;28;;x
6628;90;162;156;;x
6629;132;165;29;;x
6630;174;168;157;;x
6631;6;171;30;;x
6632;48;174;158;;x
6633;90;177;31;;x
6634;132;180;159;;x
6635;174;183;32;;x
6636;6;186;160;;x
6637;48;189;33;;x
6638;90;192;161;;x
6639;132;195;34;;x
6640;174;198;162;;x
6641;6;201;35;;x
6642;48;204;163;;x
6643;90;207;36;;x
6644;132;210;164;;x
6645;174;0;37;;x
6646;6;3;165;;x
6647;48;6;38;;x
6648;90;9;166;;x
6649;132;12;39;;x
6650;174;15;167;;x
6651;6;18;40;;x
6652;48;21;168;;x
6653;90;24;41;;x
6654;132;27;169;;x
6655;174;30;42;;x
6656;6;33;170;;x
6657;48;36;43;;x
6658;90;39;171;;x
6659;132;42;44;;x
6660;174;45;172;;x
6661;6;48;45;;x
6662;48;51;173;;x
6663;90;54;46;;x
6664;132;57;174;;x
6665;174;60;47;;x
6666;6;63;175;;x
6667;48;66;48;;x
6668;90;69;176;;x
6669;132;72;49;;x
6670;174;75;177;;x
6671;6;78;50;;x
6672;48;81;178;;x
6673;90;84;51;;x
6674;132;87;179;;x
6675;174;90;52;;x
6676;6;93;180;;x
6677;48;96;53;;x
6678;90;99;181;;x
6679;132;102;54;;x
6680;174;105;182;;x
6681;6;108;55;;x
6682;48;111;183;;x
6683;90;114;56;;x
6684;132;117;184;;x
6685;174;120;57;;x
6686;6;123;185;;x
6687;48;126;58;;x
6688;90;129;186;;x
6689;132;132;59;;x
6690;174;135;187;;x
6691;6;138;60;;x
6692;48;141;188;;x
6693;90;144;61;;x
6694;132;147;189;;x
6695;174;150;62;;x
6696;6;153;190;;x
6697;48;156;63;;x
6698;90;159;191;;x
6699;132;162;64;;x
6700;174;165;192;;x
6701;6;168;65;;x
6702;48;171;193;;x
6703;90;174;66;;x
6704;132;177;194;;x
6705;174;180;67;;x
6706;6;183;195;;x
6707;48;186;68;;x
6708;90;189;196;;x
6709;132;192;69;;x
6710;174;195;197;;x
6711;6;198;70;;x
6712;48;201;198;;x
6713;90;204;71;;x
6714;132;207;199;;x
6715;174;210;72;;x
6716;6;0;200;;x
6717;48;3;73;;x
6718;90;6;201;;x
6719;132;9;74;;x
6720;174;12;202;;x
6721;6;15;75;;x
6722;48;18;203;;x
6723;90;21;76;;x
6724;132;24;204;;x
6725;174;27;77;;x
6726;6;30;205;;x
6727;48;33;78;;x
6728;90;36;206;;x
6729;132;39;79;;x
6730;174;42;207;;x
6731;6;45;80;;x
6732;48;48;208;;x
6733;90;51;81;;x
6734;132;54;209;;x
6735;174;57;82;;x
6736;6;60;210;;x
6737;48;63;83;;x
6738;90;66;211;;x
6739;132;69;84;;x
6740;174;72;212;;x
6741;6;75;85;;x
6742;48;78;213;;x
6743;90;81;86;;x
6744;132;84;214;;x
6745;174;87;87;;x
6746;6;90;215;;x
6747;48;93;88;;x
6748;90;96;216;;x
6749;132;99;89;;x
6750;174;102;217;;x
6751;6;105;90;;x
6752;48;108;218;;x
6753;90;111;91;;x
6754;132;114;219;;x
6755;174;117;92;;x
6756;6;120;220;;x
6757;48;123;93;;x
6758;90;126;221;;x
6759;132;129;94;;x
6760;174;132;222;;x
6761;6;135;95;;x
6762;48;138;223;;x
6763;90;141;96;;x
6764;132;144;224;;x
6765;174;147;97;;x
6766;6;150;225;;x
6767;48;153;98;;x
6768;90;156;226;;x
6769;132;159;99;;x
6770;174;162;227;;x
6771;6;165;0;;x
6772;48;168;128;;x
6773;90;171;1;;x
6774;132;174;129;;x
6775;174;177;2;;x
6776;6;180;130;;x
6777;48;183;3;;x
6778;90;186;131;;x
6779;132;189;4;;x
6780;174;192;132;;x
6781;6;195;5;;x
6782;48;198;133;;x
6783;90;201;6;;x
6784;132;204;134;;x
6785;174;207;7;;x
6786;6;210;135;;x
6787;48;0;8;;x
6788;90;3;136;;x
6789;132;6;9;;x
6790;174;9;137;;x
6791;6;12;10;;x
6792;48;15;138;;x
6793;90;18;11;;x
6794;132;21;139;;x
6795;174;24;12;;x
6796;6;27;140;;x
6797;48;30;13;;x
6798;90;33;141;;x
6799;132;36;14;;x
6800;174;39;142;;x
6801;6;42;15;;x
6802;48;45;143;;x
6803;90;48;16;;x
6804;132;51;144;;x
6805;174;54;17;;x
6806;6;57;145;;x
6807;48;60;18;;x
6808;90;63;146;;x
6809;132;66;19;;x
6810;174;69;147;;x
6811;6;72;20;;x
6812;48;75;148;;x
6813;90;78;21;;x
6814;132;81;149;;x
6815;174;84;22;;x
6816;6;87;150;;x
6817;48;90;23;;x
6818;90;93;151;;x
6819;132;96;24;;x
6820;174;99;152;;x
6821;6;102;25;;x
6822;48;105;153;;x
6823;90;108;26;;x
6824;132;111;154;;x
6825;174;114;27;;x
6826;6;117;155;;x
6827;48;120;28;;x
6828;90;123;156;;x
6829;132;126;29;;x
6830;174;129;157;;x
6831;6;132;30;;x
6832;48;135;158;;x
6833;90;138;31;;x
6834;132;141;159;;x
6835;174;144;32;;x
6836;6;147;160;;x
6837;48;150;33;;x
6838;90;153;161;;x
6839;132;156;34;;x
6840;174;159;162;;x
6841;6;162;35;;x
6842;48;165;163;;x
6843;90;168;36;;x
6844;132;171;164;;x
6845;174;174;37;;x
6846;6;177;165;;x
6847;48;180;38;;x
6848;90;183;166;;x
6849;132;186;39;;x
6850;174;189;167;;x
6851;6;192;40;;x
6852;48;195;168;;x
6853;90;198;41;;x
6854;132;201;169;;x
6855;174;204;42;;x
6856;6;207;170;;x
6857;48;210;43;;x
6858;90;0;171;;x
6859;132;3;44;;x
6860;174;6;172;;x
6861;6;9;45;;x
6862;48;12;173;;x
6863;90;15;46;;x
6864;132;18;174;;x
6865;174;21;47;;x
6866;6;24;175;;x
6867;48;27;48;;x
6868;90;30;176;;x
6869;132;33;49;;x
6870;174;36;177;;x
6871;6;39;50;;x
6872;48;42;178;;x
6873;90;45;51;;x
6874;132;48;179;;x
6875;174;51;52;;x
6876;6;54;180;;x
6877;48;57;53;;x
6878;90;60;181;;x
6879;132;63;54;;x
6880;174;66;182;;x
6881;6;69;55;;x
6882;48;72;183;;x
6883;90;75;56;;x
6884;132;78;184;;x
6885;174;81;57;;x
6886;6;84;185;;x
6887;48;87;58;;x
6888;90;90;186;;x
6889;132;93;59;;x
6890;174;96;187;;x
6891;6;99;60;;x
6892;48;102;188;;x
6893;90;105;61;;x
6894;132;108;189;;x
6895;174;111;62;;x
6896;6;114;190;;x
6897;48;117;63;;x
6898;90;120;191;;x
6899;132;123;64;;x
6900;174;126;192;;x
6901;6;129;65;;x
6902;48;132;193;;x
6903;90;135;66;;x
6904;132;138;194;;x
6905;174;141;67;;x
6906;6;144;195;;x
6907;48;147;68;;x
6908;90;150;196;;x
6909;132;153;69;;x
6910;174;156;197;;x
6911;6;159;70;;x
6912;48;162;198;;x
6913;90;165;71;;x
6914;132;168;199;;x
6915;174;171;72;;x
6916;6;174;200;;x
6917;48;177;73;;x
6918;90;180;201;;x
6919;132;183;74;;x
6920;174;186;202;;x
6921;6;189;75;;x
6922;48;192;203;;x
6923;90;195;76;;x
6924;132;198;204;;x
6925;174;201;77;;x
6926;6;204;205;;x
6927;48;207;78;;x
6928;90;210;206;;x
6929;132;0;79;;x
6930;174;3;207;;x
6931;6;6;80;;x
6932;48;9;208;;x
6933;90;12;81;;x
6934;132;15;209;;x
6935;174;18;82;;x
6936;6;21;210;;x
6937;48;24;83;;x
6938;90;27;211;;x
6939;132;30;84;;x
6940;174;33;212;;x
6941;6;36;85;;x
6942;48;39;213;;x
6943;90;42;86;;x
6944;132;45;214;;x
6945;174;48;87;;x
6946;6;51;215;;x
6947;48;54;88;;x
6948;90;57;216;;x
6949;132;60;89;;x
6950;174;63;217;;x
6951;6;66;90;;x
6952;48;69;218;;x
6953;90;72;91;;x
6954;132;75;219;;x
6955;174;78;92;;x
6956;6;81;220;;x
6957;48;84;93;;x
6958;90;87;221;;x
6959;132;90;94;;x
6960;174;93;222;;x
6961;6;96;95;;x
6962;48;99;223;;x
6963;90;102;96;;x
6964;132;105;224;;x
6965;174;108;97;;x
6966;6;111;225;;x
6967;48;114;98;;x
6968;90;117;226;;x
6969;132;120;99;;x
6970;174;123;227;;x
6971;7;126;0;;x
6972;49;129;128;;x
6973;91;132;1;;x
6974;133;135;129;;x
6975;175;138;2;;x
6976;7;141;130;;x
6977;49;144;3;;x
6978;91;147;131;;x
6979;133;150;4;;x
6980;175;153;132;;x
6981;7;156;5;;x
6982;49;159;133;;x
6983;91;162;6;;x
6984;133;165;134;;x
6985;175;168;7;;x
6986;7;171;135;;x
6987;49;174;8;;x
6988;91;177;136;;x
6989;133;180;9;;x
6990;175;183;137;;x
6991;7;186;10;;x
6992;49;189;138;;x
6993;91;192;11;;x
6994;133;195;139;;x
6995;175;198;12;;x
6996;7;201;140;;x
6997;49;204;13;;x
6998;91;207;141;;x
6999;133;210;14;;x
7000;175;0;142;;x
7001;7;3;15;;x
7002;49;6;143;;x
7003;91;9;16;;x
7004;133;12;144;;x
7005;175;15;17;;x
7006;7;18;145;;x
7007;49;21;18;;x
7008;91;24;146;;x
7009;133;27;19;;x
7010;175;30;147;;x
7011;7;33;20;;x
7012;49;36;148;;x
7013;91;39;21;;x
7014;133;42;149;;x
7015;175;45;22;;x
7016;7;48;150;;x
7017;49;51;23;;x
7018;91;54;151;;x
7019;133;57;24;;x
7020;175;60;152;;x
7021;7;63;25;;x
7022;49;66;153;;x
7023;91;69;26;;x
7024;133;72;154;;x
7025;175;75;27;;x
7026;7;78;155;;x
7027;49;81;28;;x
7028;91;84;156;;x
7029;133;87;29;;x
7030;175;90;157;;x
7031;7;93;30;;x
7032;49;96;158;;x
7033;91;99;31;;x
7034;133;102;159;;x
7035;175;105;32;;x
7036;7;108;160;;x
7037;49;111;33;;x
7038;91;114;161;;x
7039;133;117;34;;x
7040;175;120;162;;x
7041;7;123;35;;x
7042;49;126;163;;x
7043;91;129;36;;x
7044;133;132;164;;x
7045;175;135;37;;x
7046;7;138;165;;x
7047;49;141;38;;x
7048;91;144;166;;x
7049;133;147;39;;x
7050;175;150;167;;x
7051;7;153;40;;x
7052;49;156;168;;x
7053;91;159;41;;x
7054;133;162;169;;x
7055;175;165;42;;x
7056;7;168;170;;x
7057;49;171;43;;x
7058;91;174;171;;x
7059;133;177;44;;x
7060;175;180;172;;x
7061;7;183;45;;x
7062;49;186;173;;x
7063;91;189;46;;x
7064;133;192;174;;x
7065;175;195;47;;x
7066;7;198;175;;x
7067;49;201;48;;x
7068;91;204;176;;x
7069;133;207;49;;x
7070;175;210;177;;x
7071;7;0;50;;x
7072;49;3;178;;x
7073;91;6;51;;x
7074;133;9;179;;x
7075;175;12;52;;x
7076;7;15;180;;x
7077;49;18;53;;x
7078;91;21;181;;x
7079;133;24;54;;x
7080;175;27;182;;x
7081;7;30;55;;x
7082;49;33;183;;x
7083;91;36;56;;x
7084;133;39;184;;x
7085;175;42;57;;x
7086;7;45;185;;x
7087;49;48;58;;x
7088;91;51;186;;x
7089;133;54;59;;x
7090;175;57;187;;x
7091;7;60;60;;x
7092;49;63;188;;x
7093;91;66;61;;x
7094;133;69;189;;x
7095;175;72;62;;x
7096;7;75;190;;x
7097;49;78;63;;x
7098;91;81;191;;x
7099;133;84;64;;x
7100;175;87;192;;x
7101;7;90;65;;x
7102;49;93;193;;x
7103;91;96;66;;x
7104;133;99;194;;x
7105;175;102;67;;x
7106;7;105;195;;x
7107;49;108;68;;x
7108;91;111;196;;x
7109;133;114;69;;x
7110;175;117;197;;x
7111;7;120;70;;x
7112;49;123;198;;x
7113;91;126;71;;x
7114;133;129;199;;x
7115;175;132;72;;x
7116;7;135;200;;x
7117;49;138;73;;x
7118;91;141;201;;x
7119;133;144;74;;x
7120;175;147;202;;x
7121;7;150;75;;x
7122;49;153;203;;x
7123;91;156;76;;x
7124;133;159;204;;x
7125;175;162;77;;x
7126;7;165;205;;x
7127;49;168;78;;x
7128;91;171;206;;x
7129;133;174;79;;x
7130;175;177;207;;x
7131;7;180;80;;x
7132;49;183;208;;x
7133;91;186;81;;x
7134;133;189;209;;x
7135;175;192;82;;x
7136;7;195;210;;x
7137;49;198;83;;x
7138;91;201;211;;x
7139;133;204;84;;x
7140;175;207;212;;x
7141;7;210;85;;x
7142;49;0;213;;x
7143;91;3;86;;x
7144;133;6;214;;x
7145;175;9;87;;x
7146;7;12;215;;x
7147;49;15;88;;x
7148;91;18;216;;x
7149;133;21;89;;x
7150;175;24;217;;x
7151;7;27;90;;x
7152;49;30;218;;x
7153;91;33;91;;x
7154;133;36;219;;x
7155;175;39;92;;x
7156;7;42;220;;x
7157;49;45;93;;x
7158;91;48;221;;x
7159;133;51;94;;x
7160;175;54;222;;x
7161;7;57;95;;x
7162;49;60;223;;x
7163;91;63;96;;x
7164;133;66;224;;x
7165;175;69;97;;x
7166;7;72;225;;x
7167;49;75;98;;x
7168;91;78;226;;x
7169;133;81;99;;x
7170;175;84;227;;x
7171;7;87;0;;x
7172;49;90;128;;x
7173;91;93;1;;x
7174;133;96;129;;x
7175;175;99;2;;x
7176;7;102;130;;x
7177;49;105;3;;x
7178;91;108;131;;x
7179;133;111;4;;x
7180;175;114;132;;x
7181;7;117;5;;x
7182;49;120;133;;x
7183;91;123;6;;x
7184;133;126;134;;x
7185;175;129;7;;x
7186;7;132;135;;x
7187;49;135;8;;x
7188;91;138;136;;x
7189;133;141;9;;x
7190;175;144;137;;x
7191;7;147;10;;x
7192;49;150;138;;x
7193;91;153;11;;x
7194;133;156;139;;x
7195;175;159;12;;x
7196;7;162;140;;x
7197;49;165;13;;x
7198;91;168;141;;x
7199;133;171;14;;x
7200;175;174;142;;x
7201;7;177;15;;x
7202;49;180;143;;x
7203;91;183;16;;x
7204;133;186;144;;x
7205;175;189;17;;x
7206;7;192;145;;x
7207;49;195;18;;x
7208;91;198;146;;x
7209;133;201;19;;x
7210;175;204;147;;x
7211;7;207;20;;x
7212;49;210;148;;x
7213;91;0;21;;x
7214;133;3;149;;x
7215;175;6;22;;x
7216;7;9;150;;x
7217;49;12;23;;x
7218;91;15;151;;x
7219;133;18;24;;x
7220;175;21;152;;x
7221;7;24;25;;x
7222;49;27;153;;x
7223;91;30;26;;x
7224;133;33;154;;x
7225;175;36;27;;x
7226;7;39;155;;x
7227;49;42;28;;x
7228;91;45;156;;x
7229;133;48;29;;x
7230;175;51;157;;x
7231;7;54;30;;x
7232;49;57;158;;x
7233;91;60;31;;x
7234;133;63;159;;x
7235;175;66;32;;x
7236;7;69;160;;x
7237;49;72;33;;x
7238;91;75;161;;x
7239;133;78;34;;x
7240;175;81;162;;x
7241;7;84;35;;x
7242;49;87;163;;x
7243;91;90;36;;x
7244;133;93;164;;x
7245;175;96;37;;x
7246;7;99;165;;x
7247;49;102;38;;x
7248;91;105;166;;x
7249;133;108;39;;x
7250;175;111;167;;x
7251;7;114;40;;x
7252;49;117;168;;x
7253;91;120;41;;x
7254;133;123;169;;x
7255;175;126;42;;x
7256;7;129;170;;x
7257;49;132;43;;x
7258;91;135;171;;x
7259;133;138;44;;x
7260;175;141;172;;x
7261;7;144;45;;x
7262;49;147;173;;x
7263;91;150;46;;x
7264;133;153;174;;x
7265;175;156;47;;x
7266;7;159;175;;x
7267;49;162;48;;x
7268;91;165;176;;x
7269;133;168;49;;x
7270;175;171;177;;x
7271;7;174;50;;x
7272;49;177;178;;x
7273;91;180;51;;x
7274;133;183;179;;x
7275;175;186;52;;x
7276;7;189;180;;x
7277;49;192;53;;x
7278;91;195;181;;x
7279;133;198;54;;x
7280;175;201;182;;x
7281;7;204;55;;x
7282;49;207;183;;x
7283;91;210;56;;x
7284;133;0;184;;x
7285;175;3;57;;x
7286;7;6;185;;x
7287;49;9;58;;x
7288;91;12;186;;x
7289;133;15;59;;x
7290;175;18;187;;x
7291;7;21;60;;x
7292;49;24;188;;x
7293;91;27;61;;x
7294;133;30;189;;x
7295;175;33;62;;x
7296;7;36;190;;x
7297;49;39;63;;x
7298;91;42;191;;x
7299;133;45;64;;x
7300;175;48;192;;x
7301;7;51;65;;x
7302;49;54;193;;x
7303;91;57;66;;x
7304;133;60;194;;x
7305;175;63;67;;x
7306;7;66;195;;x
7307;49;69;68;;x
7308;91;72;196;;x
7309;133;75;69;;x
7310;175;78;197;;x
7311;7;81;70;;x
7312;49;84;198;;x
7313;91;87;71;;x
7314;133;90;199;;x
7315;175;93;72;;x
7316;7;96;200;;x
7317;49;99;73;;x
7318;91;102;201;;x
7319;133;105;74;;x
7320;175;108;202;;x
7321;7;111;75;;x
7322;49;114;203;;x
7323;91;117;76;;x
7324;133;120;204;;x
7325;175;123;77;;x
7326;7;126;205;;x
7327;49;129;78;;x
7328;91;132;206;;x
7329;133;135;79;;x
7330;175;138;207;;x
7331;7;141;80;;x
7332;49;144;208;;x
7333;91;147;81;;x
7334;133;150;209;;x
7335;175;153;82;;x
7336;7;156;210;;x
7337;49;159;83;;x
7338;91;162;211;;x
7339;133;165;84;;x
7340;175;168;212;;x
7341;7;171;85;;x
7342;49;174;213;;x
7343;91;177;86;;x
7344;133;180;214;;x
7345;175;183;87;;x
7346;7;186;215;;x
7347;49;189;88;;x
7348;91;192;216;;x
7349;133;195;89;;x
7350;175;198;217;;x
7351;7;201;90;;x
7352;49;204;218;;x
7353;91;207;91;;x
7354;133;210;219;;x
7355;175;0;92;;x
7356;7;3;220;;x
7357;49;6;93;;x
7358;91;9;221;;x
7359;133;12;94;;x
7360;175;15;222;;x
7361;7;18;95;;x
7362;49;21;223;;x
7363;91;24;96;;x
7364;133;27;224;;x
7365;175;30;97;;x
7366;7;33;225;;x
7367;49;36;98;;x
7368;91;39;226;;x
7369;133;42;99;;x
7370;175;45;227;;x
7371;7;48;0;;x
7372;49;51;128;;x
7373;91;54;1;;x
7374;133;57;129;;x
7375;175;60;2;;x
7376;7;63;130;;x
7377;49;66;3;;x
7378;91;69;131;;x
7379;133;72;4;;x
7380;175;75;132;;x
7381;7;78;5;;x
7382;49;81;133;;x
7383;91;84;6;;x
7384;133;87;134;;x
7385;175;90;7;;x
7386;7;93;135;;x
7387;49;96;8;;x
7388;91;99;136;;x
7389;133;102;9;;x
7390;175;105;137;;x
7391;7;108;10;;x
7392;49;111;138;;x
7393;91;114;11;;x
7394;133;117;139;;x
7395;175;120;12;;x
7396;7;123;140;;x
7397;49;126;13;;x
7398;91;129;141;;x
7399;133;132;14;;x
7400;175;135;142;;x
7401;7;138;15;;x
7402;49;141;143;;x
7403;91;144;16;;x
7404;133;147;144;;x
7405;175;150;17;;x
7406;7;153;145;;x
7407;49;156;18;;x
7408;91;159;146;;x
7409;133;162;19;;x
7410;175;165;147;;x
7411;7;168;20;;x
7412;49;171;148;;x
7413;91;174;21;;x
7414;133;177;149;;x
7415;175;180;22;;x
7416;7;183;150;;x
7417;49;186;23;;x
7418;91;189;151;;x
7419;133;192;24;;x
7420;175;195;152;;x
7421;7;198;25;;x
7422;49;201;153;;x
7423;91;204;26;;x
7424;133;207;154;;x
7425;175;210;27;;x
7426;7;0;155;;x
7427;49;3;28;;x
7428;91;6;156;;x
7429;133;9;29;;x
7430;175;12;157;;x
7431;7;15;30;;x
7432;49;18;158;;x
7433;91;21;31;;x
7434;133;24;159;;x
7435;175;27;32;;x
7436;7;30;160;;x
7437;49;33;33;;x
7438;91;36;161;;x
7439;133;39;34;;x
