#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000182000.a;Accept;Accepter;Akzeptiert;;Accept;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182384;Dear [Root.GetTitledFirstName], I am happy to report that I can assist you with your goal, and I have provided a reasonable gift to be included with this message.\n\nYour friend,\n[From.GetTitledFirstName];Cher [Root.GetTitledFirstName], Je suis heureulx de vous faire savoir que je puis vous aider dans votre objectif, et je vous ai fourni un cadeau raisonnable joint à ce message.\n\nVotre ami,\n[From.GetTitledFirstName];Dear [Root.GetTitledFirstName], I am happy to report that I can assist you with your goal, and I have provided a reasonable gift to be included with this message.\n\nYour friend,\n[From.GetTitledFirstName];;Dear [Root.GetTitledFirstName], I am happy to report that I can assist you with your goal, and I have provided a reasonable gift to be included with this message.\n\nYour friend,\n[From.GetTitledFirstName];;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182385;Dear [Root.GetTitledFirstName], due to your low incomes, I must implore you to abandon your quest to collect such wealth.\n\nYour friend,\n[From.GetTitledFirstName];Cher [Root.GetTitledFirstName], en raison de vos faibles revenus, je dois vous implorer de renoncer à votre queste d'une telle richesse.\n\nVotre ami,\n[From.GetTitledFirstName];Dear [Root.GetTitledFirstName], due to your low incomes, I must implore you to abandon your quest to collect such wealth.\n\nYour friend,\n[From.GetTitledFirstName];;Dear [Root.GetTitledFirstName], due to your low incomes, I must implore you to abandon your quest to collect such wealth.\n\nYour friend,\n[From.GetTitledFirstName];;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182386;Inter-realm warfare weakens the kingdom.  Surely, my liege and friend, [Root.Liege.GetTitledFirstName] must see that.  He will bend the rules for me.;Les guerres à l'intérieur du royaume affaiblissent le royaume tout entier. Mon ami et suzerain, [Root.Liege.GetTitledFirstName] doit certainement s'en estre également rendu compte. Il dérogera aulx règles pour moi.;Inter-realm warfare weakens the kingdom.  Surely, my liege and friend, [Root.Liege.GetTitledFirstName] must see that.  He will bend the rules for me.;;Inter-realm warfare weakens the kingdom.  Surely, my liege and friend, [Root.Liege.GetTitledFirstName] must see that.  He will bend the rules for me.;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182387;[From.GetTitledFirstName], a good friend of mine, has requested that, despite crown authority forbid the crown from intervening in inter-realm wars, I should bend the rules and end the war against [From.GetHerHim].;[From.GetTitledFirstName], un bon ami à moi, a demandé à ce que je déroge aulx règles et mette un terme à la guerre contre [From.GetHerHim], bien que l'autorité de la couronne interdise à la couronne d'intervenir dans les guerres de l'intérieur du royaume.;[From.GetTitledFirstName], a good friend of mine, has requested that, despite crown authority forbid the crown from intervening in inter-realm wars, I should bend the rules and end the war against [From.GetHerHim].;;[From.GetTitledFirstName], a good friend of mine, has requested that, despite crown authority forbid the crown from intervening in inter-realm wars, I should bend the rules and end the war against [From.GetHerHim].;;;;;;;;;x,,,,,,,,,,,,,,,,,,
EVTDESC1000182388;My dear [Root.GetTitledFirstName], Your request has touched me deeply.  Of course, I will end the senseless war between you and my other vassal.\n\nRegards,\nYour friend,\n[From.GetTitledFirstName];Mon cher [Root.GetTitledFirstName], Votre requeste m'a profondément touché. Bien susr, je vais mettre un terme à cette guerre absurde entre vous et mon aultre vassal.\n\nSalutations,\nVotre ami,\n[From.GetTitledFirstName];My dear [Root.GetTitledFirstName], Your request has touched me deeply.  Of course, I will end the senseless war between you and my other vassal.\n\nRegards,\nYour friend,\n[From.GetTitledFirstName];;My dear [Root.GetTitledFirstName], Your request has touched me deeply.  Of course, I will end the senseless war between you and my other vassal.\n\nRegards,\nYour friend,\n[From.GetTitledFirstName];;;;;;;;;x,,,,,,,,,,,,,,,,,
EVTDESC1000182389;[Root.GetTitledFirstName], I give you a warning that it is unwise to harm my friends.  You must call off your war with my other vassal, you have no choice.\n\nYour liege,\n[From.GetTitledFirstName];[Root.GetTitledFirstName], Je vous avertis qu'il est imprudent de nuire à des amis. Vous devez mettre un terme à votre guerre avec mon aultre vassal, vous n'avez point le chois.\n\nVotre suzerain,\n[From.GetTitledFirstName];[Root.GetTitledFirstName], I give you a warning that it is unwise to harm my friends.  You must call off your war with my other vassal, you have no choice.\n\nYour liege,\n[From.GetTitledFirstName];;[Root.GetTitledFirstName], I give you a warning that it is unwise to harm my friends.  You must call off your war with my other vassal, you have no choice.\n\nYour liege,\n[From.GetTitledFirstName];;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182390;[Root.GetTitledFirstName], I regret to inform you that I cannot abuse my position of power to help you.  It is not possible to end the war between you and my other vassal.\n\nYour liege,\n[From.GetTitledFirstName];[Root.GetTitledFirstName], J'ai le regret de vous informer que je ne puis abuser de ma position de suzerain pour vous aider. Il m'est impossible de mettre un terme à votre guerre avec mon aultre vassal.\n\nVotre suzerain,\n[From.GetTitledFirstName];[Root.GetTitledFirstName], I regret to inform you that I cannot abuse my position of power to help you.  It is not possible to end the war between you and my other vassal.\n\nYour liege,\n[From.GetTitledFirstName];;[Root.GetTitledFirstName], I regret to inform you that I cannot abuse my position of power to help you.  It is not possible to end the war between you and my other vassal.\n\nYour liege,\n[From.GetTitledFirstName];;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182391;I have been excommunicated for the sin of dishonorable murder.;J'ai été excommunié pour le péché d'un meurtre déshonorant.;Ich bin für die Sünde des unehrenhaften Mords exkommuniziert worden.;;I have been excommunicated for the sin of dishonorable murder.;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182392;Being known as a dishonorable murderer is causing me severe mentral stress. Can I really live with what I've done?;Estre connu comme un meurtrier me cause un sévère stress. Puis-je réellement vivre avec ce que j'ai fait ?;Weil bekannt wurde das Ich ein unehrenhafter Mörder bin habe ich Mentale Probleme. Kann ich wirklich damit leben, was ich getan habe?;;Being known as a dishonorable murderer is causing me severe mentral stress. Can I really live with what I've done?;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182393;I was listening in on my courtiers' conversation when I heard one of them call me a murderer. They are clearly working with my enemies!;J'écoutois discrètement la conversation de mes courtisans lorsque j'ai ouï l'un d'eulx me désigner comme un meurtrier. Il est clair qu'il travaillent pour mes ennemis !;Ich hörte in einem Gespräch meiner Höflinge, das mich einer einen Mörder nannte. Sie arbeiten klar mit meinen Feinden!;;I was listening in on my courtiers' conversation when I heard one of them call me a murderer. They are clearly working with my enemies!;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182394;Civil War has broken out! I must decide which side my faction will support in this struggle...;La guerre civile a éclaté! Je dois décider qui ma faction va soutenir dans cette lutte...;Civil War has broken out! I must decide which side my faction will support in this struggle...;;Civil War has broken out! I must decide which side my faction will support in this struggle...;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182395;The Princely Faction has joined the rebel side in the civil war.;La Faction Féodale a rejoint le camp des rebelles dans la guerre civile.;The Princely Faction has joined the rebel side in the civil war.;;The Princely Faction has joined the rebel side in the civil war.;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182396;The Princely Faction have joined the loyalist side in the civil war.;La Faction Féodale a rejoint le camp loyaliste dans la guerre civile.;The Princely Faction have joined the loyalist side in the civil war.;;The Princely Faction have joined the loyalist side in the civil war.;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182399;The Princely Faction have declared neutrality in the civil war. Should I remain neutral as well?;La Faction Féodale a déclaré sa neutralité dans la guerre civile. devrois-je rester neutre aussi?;The Princely Faction have declared neutrality in the civil war. Should I remain neutral as well?;;The Princely Faction have declared neutrality in the civil war. Should I remain neutral as well?;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182400;Civil War has broken out! I must decide which side my faction will support in this struggle...;La guerre civile a éclaté! Je dois décider qui ma faction va soutenir dans cette lutte...;Civil War has broken out! I must decide which side my faction will support in this struggle...;;Civil War has broken out! I must decide which side my faction will support in this struggle...;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182401;The Court Faction has joined the rebel side in the civil war.;La faction courtisane a rejoint le camp des rebelles dans la guerre civile.;The Court Faction has joined the rebel side in the civil war.;;The Court Faction has joined the rebel side in the civil war.;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182402;The Court Faction have joined the loyalist side in the civil war.;La faction courtisane a rejoint le camp loyaliste dans la guerre civile.;The Court Faction have joined the loyalist side in the civil war.;;The Court Faction have joined the loyalist side in the civil war.;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182405;The Court Faction have declared neutrality in the civil war. Should I remain neutral as well?;La faction courtisane à déclaré sa neutralité dans la guerre civile. devrois-je rester neutre aussi?;The Court Faction have declared neutrality in the civil war. Should I remain neutral as well?;;The Court Faction have declared neutrality in the civil war. Should I remain neutral as well?;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182406;Civil War has broken out! I must decide which side my faction will support in this struggle...;La guerre civile a éclaté! Je dois décider qui ma faction va soutenir dans cette lutte...;Civil War has broken out! I must decide which side my faction will support in this struggle...;;Civil War has broken out! I must decide which side my faction will support in this struggle...;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182407;The Religious Faction has joined the rebel side in the civil war.;La faction religieuse a rejoint le camp des rebelles dans la guerre civile.;The Religious Faction has joined the rebel side in the civil war.;;The Religious Faction has joined the rebel side in the civil war.;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182408;The Religious Faction have joined the loyalist side in the civil war.;La faction religieuse ont rejoint le camp loyaliste dans la guerre civile.;The Religious Faction have joined the loyalist side in the civil war.;;The Religious Faction have joined the loyalist side in the civil war.;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182411;The Religious Faction have declared neutrality in the civil war. Should I remain neutral as well?;La faction religieuse a déclaré sa neutralité dans la guerre civile. devrois-je rester neutre aussi?;The Religious Faction have declared neutrality in the civil war. Should I remain neutral as well?;;The Religious Faction have declared neutrality in the civil war. Should I remain neutral as well?;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182412;Civil War has broken out! I must decide which side my faction will support in this struggle...;La guerre civile a éclaté! Je dois décider qui ma faction va soutenir dans cette lutte...;Civil War has broken out! I must decide which side my faction will support in this struggle...;;Civil War has broken out! I must decide which side my faction will support in this struggle...;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182413;The Republican Faction has joined the rebel side in the civil war.;La faction républicaine a rejoint le camp des rebelles dans la guerre civile.;The Republican Faction has joined the rebel side in the civil war.;;The Republican Faction has joined the rebel side in the civil war.;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182414;The Republican Faction have joined the loyalist side in the civil war.;La faction républicaine ont rejoint le camp loyaliste dans la guerre civile.;The Republican Faction have joined the loyalist side in the civil war.;;The Republican Faction have joined the loyalist side in the civil war.;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182417;The Republican Faction have declared neutrality in the civil war. Should I remain neutral as well?;La faction républicaine ont déclaré leur neutralité dans la guerre civile. devrois-je rester neutre aussi?;The Republican Faction have declared neutrality in the civil war. Should I remain neutral as well?;;The Republican Faction have declared neutrality in the civil war. Should I remain neutral as well?;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182419;The civil war is over and we have won. My loyal supporters are now eagerly expecting the rewards due for their military service. How should I reward them?;La guerre civile est terminée et nous avons gagné. Mes féaulx amis attendent maintenant avec impatience la récompense qui leur est due pour leur soutien militaire. Comment dois-je les récompenser ?;The civil war is over and we have won. My loyal supporters are now eagerly expecting the rewards due for their military service. How should I reward them?;;The civil war is over and we have won. My loyal supporters are now eagerly expecting the rewards due for their military service. How should I reward them?;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182420;[From.GetTitledFirstName] has granted [From.GetHerHis] loyal supporters tax privileges at the expense of the other lords of the realm such as myself.;[From.GetTitledFirstName] a accordé  des privilèges fiscaulx à ses loyaulx partisans aulx dépens des aultres seigneurs moins investis, tels que moi.;[From.GetTitledFirstName] has granted [From.GetHerHis] loyal supporters tax privileges at the expense of the other lords of the realm such as myself.;;[From.GetTitledFirstName] has granted [From.GetHerHis] loyal supporters tax privileges at the expense of the other lords of the realm such as myself.;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182421;[From.GetTitledFirstName] has granted me tax privileges as a reward for my loyal service during the civil war.;[From.GetTitledFirstName] m'a accordé des avantages fiscaulx afin de récompenser mes loyaulx services lors de la guerre civile.;[From.GetTitledFirstName] has granted me tax privileges as a reward for my loyal service during the civil war.;;[From.GetTitledFirstName] has granted me tax privileges as a reward for my loyal service during the civil war.;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182422;[From.GetTitledFirstName] has granted [From.GetHerHis] loyal supporters glory and honor at the expense of the other lords of the realm such as myself.;[From.GetTitledFirstName] a accordé gloire et honneur à ses loyaulx partisans aulx dépens des aultres seigneurs moins investis tels que moi.;[From.GetTitledFirstName] has granted [From.GetHerHis] loyal supporters glory and honor at the expense of the other lords of the realm such as myself.;;[From.GetTitledFirstName] has granted [From.GetHerHis] loyal supporters glory and honor at the expense of the other lords of the realm such as myself.;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182423;[From.GetTitledFirstName] has granted me glory and honor as a reward for my loyal service during the civil war.;[From.GetTitledFirstName] m'a accordé gloire et honneur afin de récompenser mes loyaulx services lors de la guerre civile.;[From.GetTitledFirstName] has granted me glory and honor as a reward for my loyal service during the civil war.;;[From.GetTitledFirstName] has granted me glory and honor as a reward for my loyal service during the civil war.;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182424;[From.GetTitledFirstName] has reneged on [From.GetHerHis] promises during the civil war and refused to reward his loyal supporters.;[From.GetTitledFirstName] est revenu sur les promesses faites pendant la guerre civile et a refusé de récompenser ses partisants.;[From.GetTitledFirstName] has reneged on [From.GetHerHis] promises during the civil war and refused to reward his loyal supporters.;;[From.GetTitledFirstName] has reneged on [From.GetHerHis] promises during the civil war and refused to reward his loyal supporters.;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182425;A claim on a title has been discovered!;Une revendication sur un titre a été découvert!;Ein Anspruch auf einen Titel wurde entdeckt!;;A claim on a title has been discovered!;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182426;I have learned that [From.GetTitledName] has laid claim to one of my titles on the grounds of ancestral inheritance.;J'ai appris que [From.GetTitledName] a revendiqué l'un de mes titres sur la base de l'héritage ancestral.;I have learned that [From.GetTitledName] has laid claim to one of my titles on the grounds of ancestral inheritance.;;I have learned that [From.GetTitledName] has laid claim to one of my titles on the grounds of ancestral inheritance.;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182427;I expressed my wishes and desires for a coronation in Rome to his holiness the Pope. Hopefully he will accept my request so that I can begin inviting my lords to attend the coronation ceremony.;J'ai exprimé mon souhait et mon désir d'estre couronné à Rome par Sa Sainteté le Pape. Avec bon espoir il accèdera à ma requeste et je pourrois commencer à inviter mes seigneurs pour qu'ils assistent au couronnement.;Ich äußerte meine Wünsche und Sehnsüchte für eine Krönung in Rom, um seine Heiligkeit der Papst. Hoffentlich wird er akzeptieren meine Bitte, damit ich anfangen kann meine Herren einladen, um die Krönungszeremonie beizuwohnen.;;I expressed my wishes and desires for a coronation in Rome to his holiness the Pope. Hopefully he will accept my request so that I can begin inviting my lords to attend the coronation ceremony.;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182428;To the most Reverend and Blessed Apostolic Pope,\n\nI would like to ask you for your blessing in my rule as Emperor-elect by holding officially holding a coronation ceremony in my honour.\n\nYour most devoted subject,\n[From.GetTitledName];Au Vénérable et Bienheureulx Pape Apostolique,\n\nJ'aimerois vous demander votre bénédiction pour mon règne en tant qu'Empereur-élu par la tenue d'une cérémonie de couronnement en mon honneur.\n\nVotre sujet le plus dévoué,\n[From.GetTitledName];Zu den vererten und seligen Apostolischen Papst, würde \n\nl nich möchte Ihnen für Ihren Segen bitten werdet in meinem Herrschaft als Kaiser-elect, indem offiziell im Besitz einer Krönungszeremonie in meiner Ehre. \n\n Euer ergebener Diener;;To the most Reverend and Blessed Apostolic Pope,\n\nI would like to ask you for your blessing in my rule as Emperor-elect by holding officially holding a coronation ceremony in my honour.\n\nYour most devoted subject,\n[From.GetTitledName];;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182429;To the most devout and serene [Root.GetTitledFirstName],\nIn the name of the Lord, I, [From.GetTitledName], would like to offer you my blessing to allow your coronation in Rome, as Holy Roman Emperor, under my guidance.;Au Pieulx et Sérénissime [Root.GetTitledFirstName],\nAu nom de Notre Seigneur, moi, [From.GetTitledName], voudrais vous offrir ma bénédiction pour votre couronnement à Rome, comme Saint Empereur Romain, par moi conseillé.;An den frommen und heitern [Root.GetTitledFirstName], \nIm Namen des Herrn, Ich, [From.GetTitledName], möchte Euch meinen Segen anbieten und Eure Krönung in Rom ermöglichen, als römisch-deutscher Kaiser.;;To the most devout and serene [Root.GetTitledFirstName],\nIn the name of the Lord, I, [From.GetTitledName], would like to offer you my blessing to allow your coronation in Rome, as Holy Roman Emperor, under my guidance.;;;;;;;;;x,,,,,,,,,,
EVTDESC1000182430;To his Majesty [Root.GetTitledFirstName],\nIn the name of the Lord, I, [From.GetTitledName], would like to inform you that I deem you are not yet worthy and just enough as a ruler to be offered my blessings to become crowned as the Holy Roman Emperor. The Lord surely has much faith in you as you have in him, but remember that the honour of receiving His blessing does not come easy and is only for the purest of souls.\nSigned,\n[From.GetTitledName];A Sa Majesté [Root.GetTitledFirstName],\nAu nom de Notre Seigneur, Nous, [From.GetTitledName], voudrions vous informer que nous ne vous jugeons point encor assez digne et juste comme souverain pour vous octroyer notre bénédiction en tant que Saint Empereur Romain couronné. Le Seigneur à susrement plus de foi en vous que vous en Lui, mais n'oubliez point que l'honneur de recevoir Sa Bénédiction n'est point chose aisée et est réservé aulx plus pures des asmes.\nSigned,\n[From.GetTitledName];An seine Majestät [Root.GetTitledFirstName], \n Im Namen des Herrn, Wir, [From.GetTitledName], möchten Euch mitteilen, dass Wir Weuch noch nicht für würdig genug befinden, um meinen Segen und die Reichskrone der römisch-deutschen Kaiser zu emfangen. Der Herr hat sicher viel Vertrauen in Euch, wie Ihr zu ihm. Aber denkt daran, dass die Ehre der Reichskrone zur dem zuteil wird, der die reinste Seele in Seien Augen vorweist. \n gezeichnet, \n [From.GetTitledName];;To his Majesty [Root.GetTitledFirstName],\nIn the name of the Lord, I, [From.GetTitledName], would like to inform you that I deem you are not yet worthy and just enough as a ruler to be offered my blessings to become crowned as the Holy Roman Emperor. The Lord surely has much faith in you as you have in him, but remember that the honour of receiving His blessing does not come easy and is only for the purest of souls.\nSigned,\n[From.GetTitledName];;;;;;;;x;,,,,,
EVTDESC1000182431;To Noble [Root.GetTitledFirstName],\nYou should be happy to know that, I, [From.GetTitledName], will hold a coronation ceremony in Rome in my honour with the blessing of his Holiness the Pope. You received the honour to be invited to attend the ceremony, which will be held soon in Rome. I await your postive reply.\n\nYour most Holy Lord and Liege,\n[From.GetTitledName];Au Noble [Root.GetTitledFirstName],\nVous devriez estre heureulx d'apprendre que moi, [From.GetTitledName], vais organiser une cérémonie de couronnement à Rome en mon honneur avec la bénédiction de Sa Sainteté le pape. Vous avez l'honneur d'estre invité pour assister à la cérémonie, qui devroit avoir lieu sous peu à Rome. J'attends votre réponse positive.\n\nVotre Très Saint Seigneur et Suzerain,\n[From.GetTitledName];An den edlen [Root.GetTitledFirstName], \n Ihr sollet froh sein, zu wissen,dass ich, [From.GetTitledName], eine Krönungszeremonie in Rom zu meinen Ehren halten werde, mit dem Segen Seiner Heiligkeit des Papstes. Ihr erhaltet die Ehre, zu dieser Zeremonie, die in Kürze in Rom stattfinden soll, eingeladen zu werden. Ich erwarte Eure positive Antwort. \n\nNeuer allerheiligster Herr, \n[From.GetTitledName];;To Noble [Root.GetTitledFirstName],\nYou should be happy to know that, I, [From.GetTitledName], will hold a coronation ceremony in Rome in my honour with the blessing of his Holiness the Pope. You received the honour to be invited to attend the ceremony, which will be held soon in Rome. I await your postive reply.\n\nYour most Holy Lord and Liege,\n[From.GetTitledName];;;;;;;;x;,,,,,,
EVTDESC1000182432;[From.GetTitledName] is sorry to inform you that he will not be able to attend the coronation ceremony in Rome as he has more important issues to attend to.;[From.GetTitledName] est désolé de vous informer qu'il ne pourra point assister à la cérémonie de couronnement à Rome car il a des choses plus importantes à faire.;[From.GetTitledName] bedauert, Euch mitzuteilen, dass er nicht in der Lage ist, die Krönungszeremonie in Rom zu besuchen, da er wichtigere Dinge zu erledigen hat.;;[From.GetTitledName] is sorry to inform you that he will not be able to attend the coronation ceremony in Rome as he has more important issues to attend to.;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EVTDESC1000182433;""Today I was crowned by his Holiness the Pope and formally received the title of """"Holy Roman Emperor"""" and the Imperial Regalia with the blessing of the Pope."";""Aujourd'hui j'ai été couronné par Sa Sainteté le Pape et ai formellement reçu le titre de """"Saint Empereur Romain"""" et les Regalia Impériaulx avec la bénédiction du Pape."";""Heute wurde ich von Seiner Heiligkeit dem Papst gekrönt und erhielt offiziell den Titel """"Kaiser"""" und die Reichskleinodien mit dem Segen des Papstes."";;""Today I was crowned by his Holiness the Pope and formally received the title of """"Holy Roman Emperor"""" and the Imperial Regalia with the blessing of the Pope."";;;;;;;;x;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EVTDESC1000182434;""Today [From.GetTitledFirstName] was crowned by his Holiness the Pope and formally received the title of """"Holy Roman Emperor"""" and the Imperial Regalia with the blessing of the Pope. The ceremony was magnificent."";""Aujourd'hui [From.GetTitledFirstName] a été couronné par Sa Sainteté le Pape et a formellement reçu le titre de """"Saint Empereur Romain"""" avec la bénédiction du Pape. La cérémonie estoit grandiose."";""Heute wurde [From.GetTitledFirstName] von Seiner Heiligkeit dem Papst gekrönt und erhielt offiziell den Titel """"Kaiser"""" und die Reichskleinodien mit dem Segen des Papstes. Die Zeremonie war großartig."";;""Today [From.GetTitledFirstName] was crowned by his Holiness the Pope and formally received the title of """"Holy Roman Emperor"""" and the Imperial Regalia with the blessing of the Pope. The ceremony was magnificent."";;;;;;;;x;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182435;[From.GetTitledFirstName] has been crowned and received the Imperial Regalia by his holiness the Pope in the St. Basilica in Rome. The divine blessings conveyed by his Holiness the Pope confirm the right of rule over all Imperial lands governed by [From.GetTitledFirstName] and his appointed vassals.;[From.GetTitledFirstName] a été couronné et a reçu les regalia Impériaulx par Sa Sainteté le Pape en la Sainte Basilique de Rome. Les bénédictions divines transmisent par Sa Sainteté le Pape confirme son droit de régner sur toutes les terres Impériales gouvernées [From.GetTitledFirstName] et ses vassaulx fieffés.;[From.GetTitledFirstName] wurde gekrönt und erhielt die Reichskleinodien von Seiner Heiligkeit dem Papst in der Basilika St. in Rom. Der göttliche Segen, vermittelt durch seine Heiligkeit den Papst, bestätigt das Recht, über alle kaiserlichen Ländereien von [From.GetTitledFirstName] und seine Vasallen zu herrschen.;;[From.GetTitledFirstName] has been crowned and received the Imperial Regalia by his holiness the Pope in the St. Basilica in Rome. The divine blessings conveyed by his Holiness the Pope confirm the right of rule over all Imperial lands governed by [From.GetTitledFirstName] and his appointed vassals.;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EVTDESC1000182436;""In the name of Christ", I, [Root.GetTitledFirstName], promise, pledge and guarantee in the sight of God and the blessed Apostle Peter that I will be the protector and defender of this holy Roman Church in all ways useful to her, however many," in so far as I am supported by divine assistance according to my knowledge and ability.\n\nToday [Root.GetTitledFirstName] was crowned by his Holiness the Pope and formally received the title of """"Holy Roman Emperor"""" and the Imperial Regalia with the blessing of the Pope."";""Au Nom du Christ", Nous, [Root.GetTitledFirstName], promettons, nous engageons et jurons devant Dieu et le bienheureulx Apostre Pierre que Nous serons le protecteur et le défenseur de la très-sainte Eglise Romaine, que Nous la servirons en toutes occasions, ou au moins dans moultes," dans la mesure où Nous sommes soutenus par la divine assistance et en accord avec nos propres connaissances et capacités.\n\nAujourd'hui [Root.GetTitledFirstName] a été couronné par Sa Sainteté le Pape et a formellement reçu le titre de """"Saint Empereur Romain"""" et les Regalia Impériaulx avec la bénédiction du Pape."";""Im Namen Christi", Ich, [Root.GetTitledFirstName], Unterpfand und Garant in den Augen Gottes und der seligen Apostel Petrus, verspreche," dass ich der Beschützer und Verteidiger dieser heiligen römischen Kirche mit allen erforderlichen Mitteln sein werde. \n\n Heute wurde [Root.GetTitledFirstName] von Seiner Heiligkeit dem Papst gekrönt und erhielt offiziell den Titel """"Kaiser"""" und die Reichskleinodien mit dem Segen des Papstes."";;""In the name of Christ", I, [Root.GetTitledFirstName], promise, pledge and guarantee in the sight of God and the blessed Apostle Peter that I will be the protector and defender of this holy Roman Church in all ways useful to her, however many," in so far as I am supported by divine assistance according to my knowledge and ability.\n\nToday [Root.GetTitledFirstName] was crowned by his Holiness the Pope and formally received the title of """"Holy Roman Emperor"""" and the Imperial Regalia with the blessing of the Pope."";;;;;;;x;;",,,,,,,,,
EVTDESC1000182437;I have decided to legitimize [From.GetFullName] and make [From.GetHerHim] a member of my dynasty.;J'ai décidé de legitimer [From.GetFullName] et d'en faire un membre de ma dynastie.;Ich habe mich zum Legitimierung von [From.GetFullName] entschlossen und damit [From.GetHerHim] ein Mitglied meiner Dynastie zu machen.;;I have decided to legitimize [From.GetFullName] and make [From.GetHerHim] a member of my dynasty.;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182438;I have decided to grant estates and land to [From.GetFullName], but how much land will [From.GetSheHe] receive?;J'ai décidé de concéder des domaines et des terres à [From.GetFullName], mais combien de titres va-t-[From.GetSheHe] recevoir ?;Ich habe mich dazu beschlossen, Ländereien und Grundstücke an [From.GetFullName] zu gewähren, aber wie viel Land wird [From.GetSheHe] erhalten?;;I have decided to grant estates and land to [From.GetFullName], but how much land will [From.GetSheHe] receive?;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1000182439;I have decided to revoke [From.GetTitledName]'s honorary title.;J'ai décidé d'annuler le titre honorifique de [From.GetTitledName].;Ich habe mich dazu beschlossen, [From.GetTitledName]'s Ehrentitel zu widerrufen.;;I have decided to revoke [From.GetTitledName]'s honorary title.;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
